"Förskrivning till människor by varugrupp, kön, åldersgrupp, period and mätvärde"

"varugrupp";"kön";"åldersgrupp";"period";"mätvärde";"Förskrivning till människor"
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-07";"AUP exkl moms";333625526
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-07";"Förpackningar";75012
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-08";"AUP exkl moms";365563088
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-08";"Förpackningar";83258
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-09";"AUP exkl moms";362776530
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-09";"Förpackningar";82610
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-10";"AUP exkl moms";358682854
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-10";"Förpackningar";81846
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-11";"AUP exkl moms";368921697
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-11";"Förpackningar";83495
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-12";"AUP exkl moms";366912253
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2022-12";"Förpackningar";82432
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-01";"AUP exkl moms";371738862
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-01";"Förpackningar";85076
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-02";"AUP exkl moms";348692642
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-02";"Förpackningar";78465
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-03";"AUP exkl moms";394324123
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-03";"Förpackningar";87423
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-04";"AUP exkl moms";353654906
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-04";"Förpackningar";76629
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-05";"AUP exkl moms";402165336
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-05";"Förpackningar";87534
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-06";"AUP exkl moms";393430328
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-06";"Förpackningar";84011
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-07";"AUP exkl moms";381775396
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-07";"Förpackningar";81158
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-08";"AUP exkl moms";408291109
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-08";"Förpackningar";87361
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-09";"AUP exkl moms";392746922
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-09";"Förpackningar";85440
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-10";"AUP exkl moms";414358519
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-10";"Förpackningar";88361
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-11";"AUP exkl moms";404711538
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-11";"Förpackningar";86627
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-12";"AUP exkl moms";388882214
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2023-12";"Förpackningar";82842
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-01";"AUP exkl moms";434796012
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-01";"Förpackningar";93573
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-02";"AUP exkl moms";385865153
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-02";"Förpackningar";82560
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-03";"AUP exkl moms";405389791
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-03";"Förpackningar";84107
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-04";"AUP exkl moms";422064905
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-04";"Förpackningar";88157
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-05";"AUP exkl moms";436233788
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-05";"Förpackningar";90510
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-06";"AUP exkl moms";408554452
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-06";"Förpackningar";82921
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-07";"AUP exkl moms";421396735
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-07";"Förpackningar";85302
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-08";"AUP exkl moms";431520407
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-08";"Förpackningar";90016
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-09";"AUP exkl moms";418294490
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-09";"Förpackningar";87556
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-10";"AUP exkl moms";446584477
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-10";"Förpackningar";95254
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-11";"AUP exkl moms";408978488
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-11";"Förpackningar";88596
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-12";"AUP exkl moms";419873565
"L - tumörer och rubbningar i immunsystemet";"Kvinna";"Alla åldrar";"2024-12";"Förpackningar";90522
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020";"AUP exkl moms";44320378
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020";"Förpackningar";18013
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021";"AUP exkl moms";41576640
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021";"Förpackningar";17736
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022";"AUP exkl moms";40173248
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022";"Förpackningar";18375
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023";"AUP exkl moms";47600994
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023";"Förpackningar";18926
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024";"AUP exkl moms";47324154
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024";"Förpackningar";18469
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-01";"AUP exkl moms";3424372
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-01";"Förpackningar";1448
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-02";"AUP exkl moms";3516204
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-02";"Förpackningar";1372
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-03";"AUP exkl moms";4495934
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-03";"Förpackningar";1885
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-04";"AUP exkl moms";3282389
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-04";"Förpackningar";1386
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-05";"AUP exkl moms";2933424
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-05";"Förpackningar";1248
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-06";"AUP exkl moms";3325738
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-06";"Förpackningar";1398
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-07";"AUP exkl moms";3427600
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-07";"Förpackningar";1386
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-08";"AUP exkl moms";3673253
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-08";"Förpackningar";1406
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-09";"AUP exkl moms";3397175
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-09";"Förpackningar";1533
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-10";"AUP exkl moms";4199036
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-10";"Förpackningar";1559
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-11";"AUP exkl moms";3978509
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-11";"Förpackningar";1571
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-12";"AUP exkl moms";4666742
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2020-12";"Förpackningar";1821
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-01";"AUP exkl moms";2751590
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-01";"Förpackningar";1297
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-02";"AUP exkl moms";3208859
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-02";"Förpackningar";1325
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-03";"AUP exkl moms";3803846
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-03";"Förpackningar";1530
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-04";"AUP exkl moms";3221869
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-04";"Förpackningar";1506
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-05";"AUP exkl moms";3879189
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-05";"Förpackningar";1451
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-06";"AUP exkl moms";3569602
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-06";"Förpackningar";1512
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-07";"AUP exkl moms";3240525
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-07";"Förpackningar";1424
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-08";"AUP exkl moms";3516141
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-08";"Förpackningar";1459
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-09";"AUP exkl moms";4105030
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-09";"Förpackningar";1532
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-10";"AUP exkl moms";3387121
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-10";"Förpackningar";1519
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-11";"AUP exkl moms";3376612
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-11";"Förpackningar";1501
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-12";"AUP exkl moms";3516257
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2021-12";"Förpackningar";1680
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-01";"AUP exkl moms";2551256
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-01";"Förpackningar";1343
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-02";"AUP exkl moms";3044283
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-02";"Förpackningar";1401
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-03";"AUP exkl moms";3134887
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-03";"Förpackningar";1547
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-04";"AUP exkl moms";3028885
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-04";"Förpackningar";1413
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-05";"AUP exkl moms";3874484
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-05";"Förpackningar";1575
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-06";"AUP exkl moms";3143650
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-06";"Förpackningar";1522
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-07";"AUP exkl moms";3272840
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-07";"Förpackningar";1402
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-08";"AUP exkl moms";3350421
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-08";"Förpackningar";1617
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-09";"AUP exkl moms";3268251
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-09";"Förpackningar";1509
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-10";"AUP exkl moms";3917357
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-10";"Förpackningar";1771
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-11";"AUP exkl moms";4039776
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-11";"Förpackningar";1585
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-12";"AUP exkl moms";3547156
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2022-12";"Förpackningar";1690
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-01";"AUP exkl moms";3324200
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-01";"Förpackningar";1548
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-02";"AUP exkl moms";3486967
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-02";"Förpackningar";1399
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-03";"AUP exkl moms";3757249
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-03";"Förpackningar";1602
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-04";"AUP exkl moms";4413882
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-04";"Förpackningar";1500
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-05";"AUP exkl moms";3654767
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-05";"Förpackningar";1639
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-06";"AUP exkl moms";3668002
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-06";"Förpackningar";1677
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-07";"AUP exkl moms";3324788
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-07";"Förpackningar";1371
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-08";"AUP exkl moms";5455096
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-08";"Förpackningar";1557
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-09";"AUP exkl moms";3908942
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-09";"Förpackningar";1647
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-10";"AUP exkl moms";3833682
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-10";"Förpackningar";1597
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-11";"AUP exkl moms";4562236
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-11";"Förpackningar";1660
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-12";"AUP exkl moms";4211182
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2023-12";"Förpackningar";1729
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-01";"AUP exkl moms";3708248
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-01";"Förpackningar";1519
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-02";"AUP exkl moms";4634151
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-02";"Förpackningar";1418
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-03";"AUP exkl moms";4053330
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-03";"Förpackningar";1544
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-04";"AUP exkl moms";3504664
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-04";"Förpackningar";1552
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-05";"AUP exkl moms";4227597
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-05";"Förpackningar";1467
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-06";"AUP exkl moms";4164472
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-06";"Förpackningar";1531
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-07";"AUP exkl moms";3821829
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-07";"Förpackningar";1470
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-08";"AUP exkl moms";3660369
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-08";"Förpackningar";1567
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-09";"AUP exkl moms";3680230
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-09";"Förpackningar";1541
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-10";"AUP exkl moms";4450154
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-10";"Förpackningar";1617
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-11";"AUP exkl moms";3794101
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-11";"Förpackningar";1717
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-12";"AUP exkl moms";3625009
"L - tumörer och rubbningar i immunsystemet";"Man";"0-14";"2024-12";"Förpackningar";1526
"L - tumörer och rubbningar i immunsystemet";"Man";"15 - 44";"2020";"AUP exkl moms";724153810
"L - tumörer och rubbningar i immunsystemet";"Man";"15 - 44";"2020";"Förpackningar";174650
"L - tumörer och rubbningar i immunsystemet";"Man";"15 - 44";"2021";"AUP exkl moms";739307891
"L - tumörer och rubbningar i immunsystemet";"Man";"15 - 44";"2021";"Förpackningar";178008
